Number_of_cities;Dataset;Fitness;Solution;Drone;Truck;A
15;R101_3.dat;815;[[[[0, [1, 14, 13]], [1, []], [10, [10]], [11, [11]], [7, [7]], [8, [8]], [5, [5]], [14, []], [15, [15]], [2, [2]], [13, []], [6, [6]]], [[0, [9, 4, 3]], [3, []], [9, []], [4, []], [12, [12]]]], [[[10, [10]]], [[11, [11]]], [[7, [7]]], [[8, [8]]], [[5, [5]]], [[15, [15]]], [[2, [2]]], [[6, [6]]], [[12, [12]]]]];2;2;4
15;RC101_0.5.dat;449;[[[[0, [6, 7, 1, 5, 14, 10, 2, 4, 8, 3, 11, 13]], [2, [15, 9]], [3, []], [1, []], [5, []], [4, []], [8, []], [6, []], [7, []], [10, []], [11, []], [9, []], [13, []], [15, []], [14, []], [12, [12]]]], [[[2, [15, 9]]], [[12, [12]]]]];1;1;4
15;RC101_0.5.dat;295;[[[[0, [1, 3, 5, 4, 8, 7, 6, 2]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []]], [[0, [14, 10, 12, 13, 11]], [14, []], [15, [15, 9]], [13, []], [9, []], [10, []], [11, []], [12, []]]], [[[15, [15, 9]]]]];2;2;4
15;RC101_1.5.dat;555;[[[[0, [0, 2, 3, 1, 5, 4, 8, 6, 7, 14, 15, 13, 10, 11, 0]], [2, []], [3, [9, 12]], [1, []], [5, []], [4, []], [8, []], [6, []], [7, []], [14, []], [15, []], [13, []], [9, []], [10, []], [11, []], [12, []]]], [[[3, [9, 12]]]]];1;1;4
15;RC101_1.5.dat;403,3836909;[[[[0, [1, 5, 4, 3, 7, 2]], [1, []], [5, []], [4, []], [3, []], [8, [8]], [7, []], [6, [6]], [2, []]], [[0, []], [11, [11]], [13, [13]], [14, [14]], [15, [15]], [9, [9, 12, 10]], [10, []], [12, []]]], [[[11, [11]]], [[13, [13]]], [[14, [14]]], [[15, [15]]], [[9, [9, 12, 10]]], [[8, [8]]], [[6, [6]]]]];2;2;4
15;RC101_1.dat;520;[[[[0, [7, 8, 1, 3, 5, 4, 6, 2, 15, 13, 9, 10, 11]], [14, [14, 12]], [15, []], [13, []], [9, []], [10, []], [11, []], [12, []], [7, []], [8, []], [1, []], [3, []], [5, []], [4, []], [6, []], [2, []]]], [[[14, [14, 12]]]]];1;1;4
15;RC101_1.dat;352;[[[[0, [15, 14, 10, 11, 13, 9]], [10, []], [11, []], [9, []], [13, []], [15, []], [14, []], [12, [12]]], [[0, [1]], [2, [2, 3, 4]], [1, []], [3, []], [6, [6, 5]], [4, []], [8, [8]], [5, []], [7, [7]]]], [[[2, [2, 4]]], [[2, [3]]], [[6, [6, 5]]], [[8, [8]]], [[7, [7]]], [[12, [12]]]]];2;2;4
15;RC101_2.5.dat;588,6912156;[[[[0, [2, 5, 1, 4, 3, 10, 13, 11]], [2, []], [7, [7]], [5, []], [1, []], [3, []], [4, []], [8, [8, 6]], [6, []], [12, [12, 14, 15]], [14, []], [11, []], [15, []], [13, []], [9, [9]], [10, []]]], [[[7, [7]]], [[8, [8, 6]]], [[12, [12, 14, 15]]], [[9, [9]]]]];1;1;4
15;RC101_2.5.dat;467,5410197;[[[[0, [4, 3, 5, 1]], [2, [2]], [7, [7]], [4, []], [3, []], [5, []], [1, []], [6, [6, 8]], [8, []]], [[0, [13]], [11, [11]], [10, [10]], [14, [14, 15]], [15, []], [13, []], [9, [9, 12]], [12, []]]], [[[2, [2]]], [[11, [11]]], [[10, [10]]], [[7, [7]]], [[14, [14, 15]]], [[6, [6, 8]]], [[9, [9, 12]]]]];2;2;4
15;RC101_2.dat;653;[[[[0, [0, 1, 3, 5, 8, 4, 2, 6, 7, 14, 15, 13, 9, 10, 11, 12, 0]], [1, []], [3, []], [5, []], [8, []], [4, []], [2, []], [6, []], [7, []], [14, []], [15, []], [13, []], [9, []], [10, []], [11, []], [12, []]]], []];1;1;4
15;RC101_2.dat;489;[[[[0, [0, 6, 8, 7, 2, 4, 5, 3, 1, 0]], [6, []], [8, []], [7, []], [2, []], [4, []], [5, []], [3, []], [1, []]], [[0, [0, 10, 9, 13, 15, 11, 12, 14, 0]], [10, []], [9, []], [13, []], [15, []], [11, []], [12, []], [14, []]]], []];2;2;4
15;RC101_3.dat;782;[[[[0, [0, 2, 3, 1, 5, 4, 8, 6, 7, 10, 11, 9, 13, 15, 14, 12, 0]], [2, []], [3, []], [1, []], [5, []], [4, []], [8, []], [6, []], [7, []], [10, []], [11, []], [9, []], [13, []], [15, []], [14, []], [12, []]]], []];1;1;4
15;RC101_3.dat;598;[[[[0, [14, 12, 13, 9]], [12, []], [14, []], [13, []], [9, []]], [[0, [5, 3, 1, 4]], [1, []], [5, []], [3, []], [4, []], [2, [2]], [7, [7]], [8, [8, 6]], [6, []], [11, [11, 15, 10]], [15, []], [10, []]]], [[[2, [2]]], [[7, [7]]], [[8, [8, 6]]], [[11, [11]]], [[11, [15, 10]]]]];2;2;4
20;C101_0.5.dat;341;[[[[0, [6, 8, 9, 11, 10, 14, 16, 15, 19, 18, 17, 20, 1, 12, 7, 4, 5, 3, 2, 13]], [7, []], [3, []], [5, []], [4, []], [1, []], [2, []], [6, []], [8, []], [9, []], [11, []], [10, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [20, []]]], []];1;1;4
20;C101_0.5.dat;291;[[[[0, [19, 2, 1, 11, 4]], [10, [10]], [19, []], [18, [18]], [11, []], [6, [6]], [2, []], [1, []], [4, []], [3, [3, 5]], [5, []]], [[0, [15, 17, 13, 7, 16, 12, 8, 20]], [7, []], [8, []], [9, [9]], [12, []], [14, [14]], [16, []], [15, []], [17, []], [13, []], [20, []]]], [[[10, [10]]], [[9, [9]]], [[18, [18]]], [[14, [14]]], [[6, [6]]], [[3, [3, 5]]]]];2;2;4
20;C101_1.5.dat;446;[[[[0, [4, 5, 11, 16, 18, 20, 14, 10, 2, 13, 19, 1, 3, 7]], [7, []], [4, []], [6, [6, 17]], [2, []], [1, []], [5, []], [3, []], [11, []], [12, [12, 9, 15]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [9, []], [8, [8]], [10, []], [20, []]]], [[[6, [6, 17]]], [[12, [12, 9, 15]]], [[8, [8]]]]];1;1;4
20;C101_1.5.dat;336,3016516;[[[[0, [20, 3, 7, 2, 5, 1, 10]], [20, []], [10, []], [3, []], [7, []], [2, []], [5, []], [8, [8]], [1, []], [6, [6, 9]], [9, []]], [[0, [19, 16, 11, 13]], [4, [4]], [11, [18]], [17, [17, 15]], [18, []], [19, []], [15, []], [16, []], [12, [12, 14]], [14, []], [13, []]]], [[[4, [4]]], [[11, [18]]], [[17, [17, 15]]], [[12, [12, 14]]], [[8, [8]]], [[6, [6, 9]]]]];2;2;4
20;C101_1.dat;415;[[[[0, [5, 4, 11, 13, 17, 18, 19, 15, 16, 14, 12, 9, 7, 10, 20, 1, 2, 8, 6]], [5, []], [3, [3]], [4, []], [1, []], [2, []], [6, []], [11, []], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [8, []], [7, []], [10, []], [20, []]]], [[[3, [3]]]]];1;1;4
20;C101_1.dat;311;[[[[0, [6, 4, 10, 8, 7, 3, 5]], [5, []], [6, []], [3, []], [4, []], [8, []], [9, [9, 17]], [17, []], [10, []], [7, []]], [[0, [11, 13, 16, 1, 19, 2]], [1, []], [2, []], [11, [15, 14, 18]], [13, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12]], [20, [20]]]], [[[11, [18]]], [[11, [15, 14]]], [[9, [9, 17]]], [[12, [12]]], [[20, [20]]]]];2;2;4
20;C101_2.5.dat;565;[[[[0, [3, 5, 15, 19, 18, 17, 10, 20, 13, 16, 14, 9, 8, 11, 1]], [7, [7, 2, 4]], [3, []], [5, []], [4, []], [1, []], [2, []], [6, [6]], [8, []], [9, []], [12, [12]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [11, []], [10, []], [20, []]]], [[[7, [7, 2, 4]]], [[6, [6]]], [[12, [12]]]]];1;1;4
20;C101_2.5.dat;422;[[[[0, [14, 18, 11, 19, 13, 16]], [10, [10]], [11, []], [13, []], [17, [17, 15]], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12]], [20, [20]]], [[0, [7, 3, 2, 1, 9, 8]], [7, []], [6, [6]], [2, []], [9, []], [8, []], [4, [4, 5]], [1, []], [3, []], [5, []]]], [[[10, [10]]], [[17, [17, 15]]], [[12, [12]]], [[6, [6]]], [[4, [4, 5]]], [[20, [20]]]]];2;2;4
20;C101_2.dat;487;[[[[0, [3, 5, 4, 1, 2, 8, 17, 18, 19, 15, 16, 14, 11, 10, 13]], [6, [6, 7]], [7, []], [3, []], [5, []], [4, []], [1, []], [2, []], [9, [9]], [8, []], [10, []], [11, []], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12, 20]], [20, []]]], [[[6, [6, 7]]], [[9, [9]]], [[12, [12, 20]]]]];1;1;4
20;C101_2.dat;372,249031;[[[[0, [16]], [5, [5]], [11, [11]], [2, [2]], [10, [10, 14]], [14, []], [16, []], [12, [12, 6]], [9, [9]], [8, [8]], [6, []]], [[0, [19, 4, 3, 13, 1]], [4, []], [1, []], [3, [18]], [7, [7, 20]], [13, []], [17, [17, 15]], [18, []], [19, []], [15, []], [20, []]]], [[[5, [5]]], [[11, [11]]], [[2, [2]]], [[3, [18]]], [[10, [10, 14]]], [[7, [7, 20]]], [[17, [17, 15]]], [[12, [12, 6]]], [[9, [9]]], [[8, [8]]]]];2;2;4
20;C101_3.dat;636;[[[[0, [0, 7, 5, 3, 6, 4, 1, 2, 11, 10, 8, 9, 13, 12, 14, 16, 15, 19, 18, 17, 20, 0]], [7, []], [5, []], [3, []], [6, []], [4, []], [1, []], [2, []], [11, []], [10, []], [8, []], [9, []], [13, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [20, []]]], []];1;1;4
20;C101_3.dat;520;[[[[0, [5, 2, 13, 16, 19, 18]], [3, [3, 1, 4]], [2, []], [1, []], [4, []], [5, []], [7, [7]], [8, [8, 6, 17]], [11, [11]], [13, []], [17, []], [18, []], [19, []], [15, [15]], [16, []], [14, [14]], [9, [9]], [6, []]], [[0, [20, 10, 12]], [10, []], [12, []], [20, []]]], [[[3, [1]]], [[3, [3, 4]]], [[7, [7]]], [[8, [8, 6, 17]]], [[11, [11]]], [[15, [15]]], [[14, [14]]], [[9, [9]]]]];2;2;4
20;C201_0.5.dat;519;[[[[0, [2, 1, 7, 3, 4, 5, 13, 14, 16, 15, 19, 18, 17, 6, 20, 11, 10]], [2, []], [1, []], [7, []], [3, []], [4, []], [5, []], [8, [8, 9]], [10, []], [11, []], [9, []], [13, []], [12, [12]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [6, []], [20, []]]], [[[8, [8, 9]]], [[12, [12]]]]];1;1;4
20;C201_0.5.dat;341;[[[[0, [1]], [2, [2, 3, 5]], [1, []], [7, [7]], [3, []], [4, [4]], [5, []], [6, [6]]], [[0, [14, 15, 20, 11, 19, 17, 9, 8, 16, 13]], [20, []], [14, []], [12, [12, 10]], [16, []], [15, []], [19, []], [18, [18]], [17, []], [13, []], [9, []], [11, []], [10, []], [8, []]]], [[[2, [2]]], [[2, [3, 5]]], [[7, [7]]], [[4, [4]]], [[12, [12, 10]]], [[18, [18]]], [[6, [6]]]]];2;2;4
20;C201_1.5.dat;675;[[[[0, [0, 20, 6, 17, 18, 19, 15, 16, 14, 13, 1, 7, 4, 3, 2, 5, 11, 10, 8, 0]], [20, []], [6, []], [17, []], [18, [12]], [19, []], [15, []], [16, []], [14, []], [12, []], [13, []], [1, []], [7, [9]], [4, []], [3, []], [2, []], [5, []], [9, []], [11, []], [10, []], [8, []]]], [[[7, [9]]], [[18, [12]]]]];1;1;4
20;C201_1.5.dat;420;[[[[0, [18, 20, 19, 11]], [20, []], [6, [6, 17]], [19, []], [18, []], [17, []], [11, []]], [[0, [1]], [2, [2, 13]], [5, [5]], [4, [4, 3]], [3, []], [7, [7, 14, 16]], [1, []], [12, [12, 15]], [14, []], [16, []], [15, []], [13, []], [9, [9]], [10, [10]], [8, [8]]]], [[[2, [13]]], [[2, [2]]], [[5, [5]]], [[4, [4, 3]]], [[7, [7, 14, 16]]], [[6, [6, 17]]], [[12, [12, 15]]], [[9, [9]]], [[10, [10]]], [[8, [8]]]]];2;2;4
20;C201_1.dat;583;[[[[0, [17, 18, 19, 13, 6, 14, 5, 10, 1, 15, 3, 16]], [20, [20, 7]], [6, []], [17, []], [18, []], [19, []], [15, []], [16, []], [12, [12, 9, 2, 4]], [14, []], [13, []], [9, []], [11, [11]], [2, []], [1, []], [7, []], [3, []], [4, []], [5, []], [10, []], [8, [8]]]], [[[20, [20, 7]]], [[12, [12, 9, 2, 4]]], [[11, [11]]], [[8, [8]]]]];1;1;4
20;C201_1.dat;396;[[[[0, [17, 15, 6, 10, 19, 11]], [10, []], [11, []], [17, []], [15, []], [19, []], [18, [18, 20]], [6, []], [20, []]], [[0, [3, 1, 4, 13, 16, 5]], [5, []], [2, [2]], [4, []], [3, []], [7, [7, 14]], [1, [9, 12]], [12, []], [16, []], [14, []], [13, []], [9, []], [8, [8]]]], [[[2, [2]]], [[7, [7, 14]]], [[1, [9, 12]]], [[18, [18, 20]]], [[8, [8]]]]];2;2;4
20;C201_2.5.dat;832,8150119;[[[[0, [11, 16, 13, 18, 3, 10, 1, 15]], [20, [20]], [6, [6, 14]], [19, [19]], [16, []], [15, []], [18, []], [17, [17, 12]], [13, []], [14, []], [12, []], [9, [9]], [11, []], [2, [2, 4]], [1, []], [7, [7, 8]], [3, []], [4, []], [5, [5]], [10, []], [8, []]]], [[[20, [20]]], [[6, [6, 14]]], [[19, [19]]], [[17, [17, 12]]], [[9, [9]]], [[2, [2, 4]]], [[7, [7, 8]]], [[5, [5]]]]];1;1;4
20;C201_2.5.dat;553,6619038;[[[[0, [1]], [11, [11]], [13, [13]], [10, [10, 3]], [5, [5]], [2, [2, 4]], [7, [7]], [3, []], [4, []], [1, []], [9, [9]], [6, [6]]], [[0, [19, 15, 16, 14]], [8, [8, 17, 18, 12]], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [20, [20]]]], [[[11, [11]]], [[13, [13]]], [[10, [10, 3]]], [[5, [5]]], [[2, [2, 4]]], [[7, [7]]], [[8, [17, 12]]], [[8, [8, 18]]], [[9, [9]]], [[6, [6]]], [[20, [20]]]]];2;2;4
20;C201_2.dat;701,4565535;[[[[0, [18, 19, 16, 1, 2, 7, 3, 11, 4, 5, 10, 13]], [2, []], [1, [15]], [7, []], [3, []], [4, []], [5, [20, 17]], [10, []], [9, [9, 14]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12]], [11, []], [8, [8]], [6, [6]], [20, []]]], [[[1, [15]]], [[5, [20, 17]]], [[9, [9, 14]]], [[12, [12]]], [[8, [8]]], [[6, [6]]]]];1;1;4
20;C201_2.dat;496;[[[[0, [2, 3, 4, 7, 5]], [2, []], [7, []], [3, []], [4, []], [5, []], [6, [6, 20]], [20, []]], [[0, [16, 13, 1]], [1, [19]], [11, [11]], [10, [10, 18]], [13, []], [15, [15, 14]], [18, []], [17, [17]], [19, []], [16, []], [14, []], [12, [12]], [9, [9]], [8, [8]]]], [[[1, [19]]], [[11, [11]]], [[10, [10, 18]]], [[15, [15, 14]]], [[17, [17]]], [[12, [12]]], [[9, [9]]], [[6, [6, 20]]], [[8, [8]]]]];2;2;4
20;C201_3.dat;725,3238;[[[[0, [19, 4, 3, 1, 13]], [5, [5, 11]], [2, [2, 10]], [3, []], [1, []], [7, [7, 14, 16]], [4, []], [10, []], [11, [20, 15]], [8, [8]], [9, [9, 17, 18]], [13, []], [17, []], [14, []], [12, [12]], [16, []], [15, []], [19, []], [18, []], [6, [6]], [20, []]]], [[[5, [5, 11]]], [[2, [2, 10]]], [[7, [7, 14, 16]]], [[11, [20, 15]]], [[8, [8]]], [[9, [9, 17, 18]]], [[12, [12]]], [[6, [6]]]]];1;1;4
20;C201_3.dat;610,0788655;[[[[0, [4]], [5, [5, 3, 2]], [2, []], [10, [10, 1]], [4, []], [3, []], [7, [7, 18, 14]], [1, []], [18, []], [17, [17, 15]], [15, []], [14, []], [12, [12]]], [[0, [16]], [13, [13]], [19, [19]], [16, []], [20, [20]], [6, [6]], [8, [8]], [9, [9, 11]], [11, []]]], [[[13, [13]]], [[5, [2]]], [[5, [5, 3]]], [[19, [19]]], [[10, [10, 1]]], [[7, [7, 18, 14]]], [[20, [20]]], [[17, [17, 15]]], [[6, [6]]], [[8, [8]]], [[12, [12]]], [[9, [9, 11]]]]];2;2;4
20;R101_0.5.dat;781;[[[[0, [10, 7, 8, 18, 6, 5, 17, 16, 14, 15, 2, 13, 4, 1]], [12, [12, 19]], [4, [9]], [3, [3, 11]], [9, []], [20, [20]], [1, []], [10, []], [19, []], [11, []], [7, []], [8, []], [18, []], [6, []], [5, []], [17, []], [16, []], [14, []], [15, []], [2, []], [13, []]]], [[[12, [12, 19]]], [[4, [9]]], [[3, [3, 11]]], [[20, [20]]]]];1;1;4
20;R101_0.5.dat;457;[[[[0, [3, 11, 19, 13, 5]], [1, [1, 10]], [3, []], [9, [9]], [20, [20]], [10, [6, 7]], [11, []], [19, []], [7, []], [8, [8]], [5, []], [6, []], [13, []]], [[0, [4, 2, 16, 17, 18]], [12, [12, 15]], [4, []], [2, []], [15, []], [14, [14]], [16, []], [17, []], [18, []]]], [[[1, [1]]], [[1, [10]]], [[12, [12, 15]]], [[9, [9]]], [[20, [20]]], [[10, [6, 7]]], [[14, [14]]], [[8, [8]]]]];2;2;4
20;R101_1.5.dat;968,2288246;[[[[0, [13, 14, 16, 11, 2, 5, 10, 3, 6, 1, 4, 17, 18, 8, 20]], [6, []], [13, []], [2, []], [15, [15]], [14, []], [16, []], [17, []], [5, []], [8, []], [18, []], [7, [7]], [11, []], [19, [19]], [10, []], [1, []], [20, []], [9, [9]], [3, []], [4, []], [12, [12]]]], [[[15, [15]]], [[7, [7]]], [[19, [19]]], [[9, [9]]], [[12, [12]]]]];1;1;4
20;R101_1.5.dat;601,4138127;[[[[0, [13, 11, 1, 3, 4]], [13, []], [5, [5, 19]], [7, [7]], [19, []], [11, []], [10, [10, 20]], [1, []], [20, []], [9, [9]], [3, []], [4, []], [12, [12]]], [[0, [6, 14, 16, 8]], [2, [2]], [15, [15]], [14, []], [16, []], [17, [17, 18]], [8, []], [18, []], [6, []]]], [[[5, [5, 19]]], [[7, [7]]], [[10, [10, 20]]], [[2, [2]]], [[15, [15]]], [[17, [17, 18]]], [[9, [9]]], [[12, [12]]]]];2;2;4
20;R101_1.dat;919,5941525;[[[[0, [1, 8, 14, 20, 9, 2, 10, 5, 11, 13, 7, 4]], [1, []], [3, [3]], [9, []], [20, []], [10, []], [11, []], [19, [19]], [7, []], [18, [18]], [8, []], [17, [17]], [5, []], [6, [6, 16]], [13, []], [16, []], [14, []], [15, [15]], [2, []], [4, []], [12, [12]]]], [[[3, [3]]], [[19, [19]]], [[18, [18]]], [[17, [17]]], [[6, [6, 16]]], [[15, [15]]], [[12, [12]]]]];1;1;4
20;R101_1.dat;540;[[[[0, [2, 5, 1]], [1, []], [3, [3, 16]], [4, [4, 13]], [2, []], [15, [15]], [14, [14]], [16, []], [8, [8]], [17, [17]], [5, []], [6, [6]], [13, []]], [[0, [10, 7, 9, 19, 11, 20]], [12, [12]], [9, []], [20, []], [10, []], [19, []], [11, []], [7, []], [18, [18]]]], [[[3, [16]]], [[3, [3]]], [[4, [4, 13]]], [[12, [12]]], [[15, [15]]], [[14, [14]]], [[8, [8]]], [[17, [17]]], [[6, [6]]], [[18, [18]]]]];2;2;4
20;R101_2.5.dat;1266,36068;[[[[0, [18, 7, 19, 11, 10, 20, 9, 15, 14, 17, 6, 1]], [1, []], [8, [8]], [18, []], [7, []], [19, []], [11, []], [10, []], [20, []], [9, []], [3, [3]], [12, [12]], [4, [4]], [2, [2]], [15, []], [14, []], [16, [16]], [17, []], [5, [5]], [6, []], [13, [13]]]], [[[8, [8]]], [[3, [3]]], [[12, [12]]], [[4, [4]]], [[2, [2]]], [[16, [16]]], [[5, [5]]], [[13, [13]]]]];1;1;4
20;R101_2.5.dat;799;[[[[0, []], [16, [16]], [13, [13]], [2, [2]], [4, [4]], [3, [3]], [19, [19]], [11, [11]], [7, [7]], [18, [18]], [8, [8]], [17, [17]], [5, [5]], [14, [14]], [15, [15]], [12, [12]]], [[0, [9, 20, 6, 10, 1]], [1, []], [20, []], [9, []], [10, []], [6, []]]], [[[16, [16]]], [[13, [13]]], [[2, [2]]], [[4, [4]]], [[3, [3]]], [[19, [19]]], [[11, [11]]], [[7, [7]]], [[18, [18]]], [[8, [8]]], [[17, [17]]], [[5, [5]]], [[14, [14]]], [[15, [15]]], [[12, [12]]]]];2;2;4
20;R101_2.dat;1050;[[[[0, [15, 14, 18, 5, 16, 19, 6, 13, 11, 8, 10, 3, 20, 4, 1]], [6, []], [13, []], [2, [2]], [15, []], [14, []], [16, []], [17, [17, 9]], [5, []], [8, []], [18, []], [7, [7]], [19, []], [11, []], [10, []], [1, []], [20, []], [9, []], [3, []], [4, []], [12, [12]]]], [[[2, [2]]], [[17, [17, 9]]], [[7, [7]]], [[12, [12]]]]];1;1;4
20;R101_2.dat;684;[[[[0, [1, 16, 13]], [2, [2]], [4, [4]], [1, []], [7, [7]], [11, [11]], [8, [8, 17]], [18, [18]], [17, []], [16, []], [14, [14, 15]], [15, []], [13, []]], [[0, [10, 3, 6, 20, 19, 5]], [6, []], [5, []], [19, []], [10, []], [20, []], [9, [9]], [3, []], [12, [12]]]], [[[2, [2]]], [[4, [4]]], [[7, [7]]], [[11, [11]]], [[8, [8, 17]]], [[18, [18]]], [[14, [14, 15]]], [[9, [9]]], [[12, [12]]]]];2;2;4
20;R101_3.dat;1343;[[[[0, [16, 14, 15, 13, 2, 20, 3, 12, 1, 17, 19, 11, 5, 7, 18, 8, 6]], [12, []], [4, [4]], [3, []], [9, [9]], [20, []], [1, []], [10, [10]], [19, []], [11, []], [7, []], [18, []], [8, []], [5, []], [17, []], [16, []], [14, []], [15, []], [2, []], [13, []], [6, []]]], [[[4, [4]]], [[9, [9]]], [[10, [10]]]]];1;1;4
20;R101_3.dat;932;[[[[0, [12, 17, 6, 8, 7]], [6, []], [17, []], [8, []], [7, []], [12, []]], [[0, [16, 1, 13]], [13, []], [4, [4]], [10, [10]], [19, [19, 11, 2]], [11, []], [18, [18]], [5, [5]], [16, []], [14, [14]], [15, [15]], [2, []], [1, []], [20, [20]], [9, [9]], [3, [3]]]], [[[4, [4]]], [[10, [10]]], [[19, [19, 11, 2]]], [[18, [18]]], [[5, [5]]], [[14, [14]]], [[15, [15]]], [[20, [20]]], [[9, [9]]], [[3, [3]]]]];2;2;4
20;RC101_0.5.dat;710;[[[[0, [1, 3, 5, 4, 8, 7, 6, 2, 20, 18, 19, 9, 13, 10, 11, 15, 16, 17, 14, 12]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, []], [20, []], [18, []], [19, []], [9, []], [13, []], [10, []], [11, []], [15, []], [16, []], [17, []], [14, []], [12, []]]], []];1;1;4
20;RC101_0.5.dat;438;[[[[0, [1, 3, 5, 4, 2, 6, 7, 8, 11, 15, 10]], [1, []], [3, []], [5, []], [4, []], [2, []], [6, []], [7, []], [8, []], [11, []], [15, []], [10, []]], [[0, [19, 18, 16, 13]], [20, [20, 9, 14]], [18, []], [19, []], [9, []], [13, []], [16, []], [17, [17]], [14, []], [12, [12]]]], [[[20, [20, 14]]], [[20, [9]]], [[17, [17]]], [[12, [12]]]]];2;2;4
20;RC101_1.5.dat;870;[[[[0, [1, 3, 5, 4, 8, 7, 6, 18, 19, 20, 10, 15, 16, 17, 14, 13]], [1, []], [3, []], [5, []], [4, []], [8, []], [7, []], [6, []], [2, [2, 11]], [18, []], [19, []], [20, []], [9, [9]], [13, []], [10, []], [11, []], [15, []], [16, []], [17, []], [14, []], [12, [12]]]], [[[2, [2, 11]]], [[9, [9]]], [[12, [12]]]]];1;1;4
20;RC101_1.5.dat;600;[[[[0, [1, 5, 3, 4, 2, 6, 8, 7, 17]], [1, []], [5, []], [3, []], [4, []], [2, []], [6, []], [8, []], [7, []], [12, [12, 14]], [17, []], [14, []]], [[0, [11, 20, 13, 16]], [10, [10, 19]], [13, []], [11, []], [16, []], [15, [15]], [9, [9, 18]], [20, []], [18, []], [19, []]]], [[[10, [10, 19]]], [[15, [15]]], [[9, [9, 18]]], [[12, [12, 14]]]]];2;2;4
20;RC101_1.dat;760;[[[[0, [0, 6, 7, 8, 4, 5, 1, 3, 2, 14, 17, 11, 10, 15, 16, 13, 19, 20, 18, 0]], [6, []], [7, []], [8, []], [4, []], [5, []], [1, [9, 12]], [3, []], [2, []], [14, []], [17, []], [12, []], [11, []], [10, []], [15, []], [16, []], [13, []], [9, []], [19, []], [20, []], [18, []]]], [[[1, [9, 12]]]]];1;1;4
20;RC101_1.dat;490;[[[[0, [19, 16]], [19, [18, 10]], [18, []], [20, [20, 13, 11]], [9, [9, 15]], [13, []], [10, []], [15, []], [11, []], [16, []], [17, [17]], [12, [12]]], [[0, [5, 1, 4, 7, 6, 3, 2, 14]], [1, []], [3, []], [5, []], [4, []], [8, [8]], [7, []], [6, []], [2, []], [14, []]]], [[[19, [18, 10]]], [[20, [20, 13, 11]]], [[8, [8]]], [[9, [9, 15]]], [[17, [17]]], [[12, [12]]]]];2;2;4
20;RC101_2.5.dat;1037,843668;[[[[0, [4, 18, 19, 17, 8, 3, 2, 5, 15, 1]], [6, [6, 14, 10]], [2, []], [1, []], [3, []], [5, []], [4, []], [8, []], [7, [7]], [11, [11, 13]], [13, []], [14, []], [17, []], [12, [12, 16]], [10, []], [16, []], [15, []], [9, [9]], [20, [20]], [19, []], [18, []]]], [[[6, [6, 14, 10]]], [[7, [7]]], [[11, [11, 13]]], [[12, [12, 16]]], [[9, [9]]], [[20, [20]]]]];1;1;4
20;RC101_2.5.dat;708;[[[[0, [1]], [16, [16]], [11, [11]], [4, [4]], [3, [3]], [2, [2, 5]], [7, [7]], [1, []], [5, []], [8, [8, 14]], [6, [6, 10]], [9, [9]], [10, []], [14, []], [17, [17, 12]], [12, []]], [[0, [20, 18, 19, 15, 13]], [18, []], [19, []], [20, []], [13, []], [15, []]]], [[[16, [16]]], [[11, [11]]], [[4, [4]]], [[3, [3]]], [[2, [2, 5]]], [[7, [7]]], [[8, [8, 14]]], [[6, [6, 10]]], [[9, [9]]], [[17, [17, 12]]]]];2;2;4
20;RC101_2.dat;944,7436;[[[[0, [16, 17, 2, 11, 20, 18, 3, 1, 8, 7, 9, 10, 13, 15]], [19, [19]], [18, []], [20, []], [9, []], [10, []], [11, []], [14, [14]], [13, []], [15, []], [16, []], [17, []], [12, [12, 6, 4]], [7, []], [6, []], [8, []], [4, []], [5, [5]], [3, []], [1, []], [2, []]]], [[[19, [19]]], [[14, [14]]], [[12, [12, 6, 4]]], [[5, [5]]]]];1;1;4
20;RC101_2.dat;699;[[[[0, [1, 3, 4, 2, 14, 16, 11, 15, 17, 10, 8]], [1, []], [3, []], [5, [5, 6, 7]], [8, []], [4, []], [2, []], [6, []], [7, []], [12, [12]], [14, []], [17, []], [16, []], [15, []], [11, []], [10, []]], [[0, [9, 18, 19, 20, 13]], [18, []], [19, []], [20, []], [9, []], [13, []]]], [[[5, [5]]], [[5, [6, 7]]], [[12, [12]]]]];2;2;4
